,geoid_long,stab,state,tract,block_group,labor_force,unemployed,unemployment_rate,county,geoid
287,15000US110010065001,DC,11,006500,1,706,6,0.85,001,110010065001
288,15000US110010065002,DC,11,006500,2,1104,104,9.42,001,110010065002
289,15000US110010066001,DC,11,006600,1,757,0,0.0,001,110010066001
290,15000US110010066002,DC,11,006600,2,586,15,2.56,001,110010066002
291,15000US110010067001,DC,11,006700,1,849,48,5.65,001,110010067001
292,15000US110010067002,DC,11,006700,2,923,8,0.87,001,110010067002
293,15000US110010067003,DC,11,006700,3,1207,33,2.73,001,110010067003
294,15000US110010068011,DC,11,006801,1,1229,81,6.59,001,110010068011
295,15000US110010068012,DC,11,006801,2,526,30,5.7,001,110010068012
296,15000US110010068021,DC,11,006802,1,703,80,11.38,001,110010068021
297,15000US110010068022,DC,11,006802,2,948,22,2.32,001,110010068022
298,15000US110010068041,DC,11,006804,1,158,45,28.48,001,110010068041
299,15000US110010069001,DC,11,006900,1,1146,8,0.7,001,110010069001
300,15000US110010069002,DC,11,006900,2,667,3,0.45,001,110010069002
301,15000US110010070001,DC,11,007000,1,1107,64,5.78,001,110010070001
302,15000US110010070002,DC,11,007000,2,745,21,2.82,001,110010070002
303,15000US110010071001,DC,11,007100,1,318,0,0.0,001,110010071001
304,15000US110010071002,DC,11,007100,2,695,209,30.07,001,110010071002
305,15000US110010071003,DC,11,007100,3,675,7,1.04,001,110010071003
306,15000US110010072011,DC,11,007201,1,472,23,4.87,001,110010072011
307,15000US110010072012,DC,11,007201,2,633,20,3.16,001,110010072012
308,15000US110010072013,DC,11,007201,3,0,0,,001,110010072013
309,15000US110010072014,DC,11,007201,4,207,0,0.0,001,110010072014
310,15000US110010072021,DC,11,007202,1,831,0,0.0,001,110010072021
311,15000US110010072022,DC,11,007202,2,1060,17,1.6,001,110010072022
312,15000US110010072023,DC,11,007202,3,1060,0,0.0,001,110010072023
313,15000US110010072031,DC,11,007203,1,265,1,0.38,001,110010072031
314,15000US110010072032,DC,11,007203,2,46,5,10.87,001,110010072032
315,15000US110010072033,DC,11,007203,3,424,0,0.0,001,110010072033
316,15000US110010072034,DC,11,007203,4,999,83,8.31,001,110010072034
317,15000US110010073011,DC,11,007301,1,323,31,9.6,001,110010073011
318,15000US110010073012,DC,11,007301,2,697,9,1.29,001,110010073012
319,15000US110010073013,DC,11,007301,3,284,14,4.93,001,110010073013
320,15000US110010073041,DC,11,007304,1,359,24,6.69,001,110010073041
321,15000US110010073042,DC,11,007304,2,478,56,11.72,001,110010073042
322,15000US110010073043,DC,11,007304,3,266,87,32.71,001,110010073043
323,15000US110010073044,DC,11,007304,4,769,45,5.85,001,110010073044
324,15000US110010074011,DC,11,007401,1,141,24,17.02,001,110010074011
325,15000US110010074012,DC,11,007401,2,476,229,48.11,001,110010074012
326,15000US110010074031,DC,11,007403,1,412,30,7.28,001,110010074031
327,15000US110010074032,DC,11,007403,2,856,145,16.94,001,110010074032
328,15000US110010074041,DC,11,007404,1,845,77,9.11,001,110010074041
329,15000US110010074042,DC,11,007404,2,974,56,5.75,001,110010074042
330,15000US110010074043,DC,11,007404,3,82,8,9.76,001,110010074043
331,15000US110010074061,DC,11,007406,1,816,239,29.29,001,110010074061
332,15000US110010074062,DC,11,007406,2,496,97,19.56,001,110010074062
333,15000US110010074071,DC,11,007407,1,527,22,4.17,001,110010074071
334,15000US110010074072,DC,11,007407,2,552,178,32.25,001,110010074072
335,15000US110010074073,DC,11,007407,3,680,124,18.24,001,110010074073
336,15000US110010074081,DC,11,007408,1,550,165,30.0,001,110010074081
337,15000US110010074082,DC,11,007408,2,514,178,34.63,001,110010074082
338,15000US110010074091,DC,11,007409,1,687,64,9.32,001,110010074091
339,15000US110010074092,DC,11,007409,2,734,299,40.74,001,110010074092
340,15000US110010074093,DC,11,007409,3,434,134,30.88,001,110010074093
341,15000US110010075021,DC,11,007502,1,1200,379,31.58,001,110010075021
342,15000US110010075022,DC,11,007502,2,340,0,0.0,001,110010075022
343,15000US110010075023,DC,11,007502,3,502,24,4.78,001,110010075023
344,15000US110010075031,DC,11,007503,1,519,75,14.45,001,110010075031
345,15000US110010075032,DC,11,007503,2,609,122,20.03,001,110010075032
346,15000US110010075041,DC,11,007504,1,681,128,18.8,001,110010075041
347,15000US110010075042,DC,11,007504,2,414,50,12.08,001,110010075042
348,15000US110010076011,DC,11,007601,1,480,5,1.04,001,110010076011
349,15000US110010076012,DC,11,007601,2,229,20,8.73,001,110010076012
350,15000US110010076013,DC,11,007601,3,935,144,15.4,001,110010076013
351,15000US110010076014,DC,11,007601,4,533,108,20.26,001,110010076014
352,15000US110010076015,DC,11,007601,5,435,7,1.61,001,110010076015
353,15000US110010076031,DC,11,007603,1,507,12,2.37,001,110010076031
354,15000US110010076032,DC,11,007603,2,262,11,4.2,001,110010076032
355,15000US110010076033,DC,11,007603,3,152,0,0.0,001,110010076033
356,15000US110010076034,DC,11,007603,4,1010,28,2.77,001,110010076034
357,15000US110010076041,DC,11,007604,1,796,162,20.35,001,110010076041
358,15000US110010076042,DC,11,007604,2,501,61,12.18,001,110010076042
359,15000US110010076043,DC,11,007604,3,472,21,4.45,001,110010076043
360,15000US110010076044,DC,11,007604,4,443,23,5.19,001,110010076044
361,15000US110010076051,DC,11,007605,1,287,0,0.0,001,110010076051
362,15000US110010076052,DC,11,007605,2,398,79,19.85,001,110010076052
363,15000US110010076053,DC,11,007605,3,898,60,6.68,001,110010076053
364,15000US110010076054,DC,11,007605,4,361,150,41.55,001,110010076054
365,15000US110010077031,DC,11,007703,1,377,49,13.0,001,110010077031
366,15000US110010077032,DC,11,007703,2,775,51,6.58,001,110010077032
367,15000US110010077033,DC,11,007703,3,1288,324,25.16,001,110010077033
368,15000US110010077034,DC,11,007703,4,1078,42,3.9,001,110010077034
369,15000US110010077071,DC,11,007707,1,570,100,17.54,001,110010077071
370,15000US110010077072,DC,11,007707,2,382,34,8.9,001,110010077072
371,15000US110010077073,DC,11,007707,3,500,52,10.4,001,110010077073
372,15000US110010077081,DC,11,007708,1,413,63,15.25,001,110010077081
373,15000US110010077082,DC,11,007708,2,659,76,11.53,001,110010077082
374,15000US110010077091,DC,11,007709,1,479,46,9.6,001,110010077091
375,15000US110010077092,DC,11,007709,2,410,63,15.37,001,110010077092
376,15000US110010078031,DC,11,007803,1,649,189,29.12,001,110010078031
377,15000US110010078032,DC,11,007803,2,402,51,12.69,001,110010078032
378,15000US110010078033,DC,11,007803,3,253,29,11.46,001,110010078033
379,15000US110010078034,DC,11,007803,4,562,69,12.28,001,110010078034
380,15000US110010078041,DC,11,007804,1,763,133,17.43,001,110010078041
381,15000US110010078042,DC,11,007804,2,636,56,8.81,001,110010078042
382,15000US110010078043,DC,11,007804,3,262,0,0.0,001,110010078043
383,15000US110010078061,DC,11,007806,1,640,84,13.12,001,110010078061
384,15000US110010078062,DC,11,007806,2,425,90,21.18,001,110010078062
385,15000US110010078071,DC,11,007807,1,540,92,17.04,001,110010078071
386,15000US110010078072,DC,11,007807,2,805,484,60.12,001,110010078072
387,15000US110010078081,DC,11,007808,1,824,106,12.86,001,110010078081
388,15000US110010078082,DC,11,007808,2,418,115,27.51,001,110010078082
389,15000US110010078083,DC,11,007808,3,594,61,10.27,001,110010078083
390,15000US110010078091,DC,11,007809,1,1243,369,29.69,001,110010078091
391,15000US110010078092,DC,11,007809,2,488,67,13.73,001,110010078092
392,15000US110010079011,DC,11,007901,1,499,29,5.81,001,110010079011
393,15000US110010079012,DC,11,007901,2,540,47,8.7,001,110010079012
394,15000US110010079013,DC,11,007901,3,552,57,10.33,001,110010079013
395,15000US110010079014,DC,11,007901,4,856,280,32.71,001,110010079014
396,15000US110010079031,DC,11,007903,1,1071,88,8.22,001,110010079031
397,15000US110010080011,DC,11,008001,1,479,16,3.34,001,110010080011
398,15000US110010080012,DC,11,008001,2,1083,78,7.2,001,110010080012
399,15000US110010080013,DC,11,008001,3,586,0,0.0,001,110010080013
400,15000US110010080021,DC,11,008002,1,891,44,4.94,001,110010080021
401,15000US110010080022,DC,11,008002,2,1253,7,0.56,001,110010080022
402,15000US110010081001,DC,11,008100,1,676,4,0.59,001,110010081001
403,15000US110010081002,DC,11,008100,2,1191,2,0.17,001,110010081002
404,15000US110010081003,DC,11,008100,3,531,24,4.52,001,110010081003
405,15000US110010082001,DC,11,008200,1,829,37,4.46,001,110010082001
406,15000US110010082002,DC,11,008200,2,460,9,1.96,001,110010082002
407,15000US110010082003,DC,11,008200,3,534,33,6.18,001,110010082003
408,15000US110010082004,DC,11,008200,4,462,15,3.25,001,110010082004
409,15000US110010083011,DC,11,008301,1,1219,18,1.48,001,110010083011
410,15000US110010083012,DC,11,008301,2,762,8,1.05,001,110010083012
411,15000US110010083021,DC,11,008302,1,654,3,0.46,001,110010083021
412,15000US110010083022,DC,11,008302,2,661,0,0.0,001,110010083022
413,15000US110010083023,DC,11,008302,3,617,3,0.49,001,110010083023
414,15000US110010084021,DC,11,008402,1,669,0,0.0,001,110010084021
415,15000US110010084022,DC,11,008402,2,1012,48,4.74,001,110010084022
416,15000US110010084101,DC,11,008410,1,1356,63,4.65,001,110010084101
417,15000US110010087011,DC,11,008701,1,1061,88,8.29,001,110010087011
418,15000US110010087012,DC,11,008701,2,978,0,0.0,001,110010087012
419,15000US110010087021,DC,11,008702,1,1126,42,3.73,001,110010087021
420,15000US110010087022,DC,11,008702,2,634,35,5.52,001,110010087022
421,15000US110010087023,DC,11,008702,3,853,21,2.46,001,110010087023
422,15000US110010088021,DC,11,008802,1,943,133,14.1,001,110010088021
423,15000US110010088022,DC,11,008802,2,528,63,11.93,001,110010088022
424,15000US110010088023,DC,11,008802,3,706,0,0.0,001,110010088023
425,15000US110010088024,DC,11,008802,4,670,25,3.73,001,110010088024
426,15000US110010088031,DC,11,008803,1,1166,197,16.9,001,110010088031
427,15000US110010088032,DC,11,008803,2,520,34,6.54,001,110010088032
428,15000US110010088041,DC,11,008804,1,760,35,4.61,001,110010088041
429,15000US110010088042,DC,11,008804,2,777,66,8.49,001,110010088042
430,15000US110010089031,DC,11,008903,1,441,96,21.77,001,110010089031
431,15000US110010089032,DC,11,008903,2,515,114,22.14,001,110010089032
432,15000US110010089033,DC,11,008903,3,929,134,14.42,001,110010089033
433,15000US110010089041,DC,11,008904,1,739,25,3.38,001,110010089041
434,15000US110010089042,DC,11,008904,2,1391,40,2.88,001,110010089042
435,15000US110010089043,DC,11,008904,3,529,147,27.79,001,110010089043
436,15000US110010090001,DC,11,009000,1,719,44,6.12,001,110010090001
437,15000US110010090002,DC,11,009000,2,696,0,0.0,001,110010090002
438,15000US110010090003,DC,11,009000,3,351,0,0.0,001,110010090003
439,15000US110010091021,DC,11,009102,1,589,81,13.75,001,110010091021
440,15000US110010091022,DC,11,009102,2,357,69,19.33,001,110010091022
441,15000US110010091023,DC,11,009102,3,846,92,10.87,001,110010091023
442,15000US110010091024,DC,11,009102,4,564,15,2.66,001,110010091024
443,15000US110010092011,DC,11,009201,1,520,11,2.12,001,110010092011
444,15000US110010092012,DC,11,009201,2,1556,162,10.41,001,110010092012
445,15000US110010092031,DC,11,009203,1,788,60,7.61,001,110010092031
446,15000US110010092032,DC,11,009203,2,1343,117,8.71,001,110010092032
447,15000US110010092041,DC,11,009204,1,460,67,14.57,001,110010092041
448,15000US110010092042,DC,11,009204,2,810,91,11.23,001,110010092042
449,15000US110010093011,DC,11,009301,1,510,0,0.0,001,110010093011
450,15000US110010093012,DC,11,009301,2,861,62,7.2,001,110010093012
451,15000US110010093013,DC,11,009301,3,421,0,0.0,001,110010093013
452,15000US110010093014,DC,11,009301,4,504,34,6.75,001,110010093014
453,15000US110010093021,DC,11,009302,1,1087,80,7.36,001,110010093021
454,15000US110010094001,DC,11,009400,1,329,71,21.58,001,110010094001
455,15000US110010094002,DC,11,009400,2,843,23,2.73,001,110010094002
456,15000US110010094003,DC,11,009400,3,938,35,3.73,001,110010094003
457,15000US110010094004,DC,11,009400,4,911,61,6.7,001,110010094004
458,15000US110010095031,DC,11,009503,1,801,73,9.11,001,110010095031
459,15000US110010095032,DC,11,009503,2,310,18,5.81,001,110010095032
460,15000US110010095033,DC,11,009503,3,449,9,2.0,001,110010095033
461,15000US110010095041,DC,11,009504,1,916,35,3.82,001,110010095041
462,15000US110010095042,DC,11,009504,2,822,155,18.86,001,110010095042
463,15000US110010095051,DC,11,009505,1,790,144,18.23,001,110010095051
464,15000US110010095052,DC,11,009505,2,502,51,10.16,001,110010095052
465,15000US110010095053,DC,11,009505,3,1096,40,3.65,001,110010095053
466,15000US110010095071,DC,11,009507,1,1007,112,11.12,001,110010095071
467,15000US110010095081,DC,11,009508,1,850,14,1.65,001,110010095081
468,15000US110010095082,DC,11,009508,2,552,32,5.8,001,110010095082
469,15000US110010095083,DC,11,009508,3,142,0,0.0,001,110010095083
470,15000US110010095084,DC,11,009508,4,63,11,17.46,001,110010095084
471,15000US110010095091,DC,11,009509,1,605,20,3.31,001,110010095091
472,15000US110010095092,DC,11,009509,2,588,53,9.01,001,110010095092
473,15000US110010095093,DC,11,009509,3,490,0,0.0,001,110010095093
474,15000US110010095101,DC,11,009510,1,1187,49,4.13,001,110010095101
475,15000US110010095102,DC,11,009510,2,219,20,9.13,001,110010095102
476,15000US110010095103,DC,11,009510,3,995,97,9.75,001,110010095103
477,15000US110010095111,DC,11,009511,1,784,54,6.89,001,110010095111
478,15000US110010096011,DC,11,009601,1,1140,327,28.68,001,110010096011
479,15000US110010096021,DC,11,009602,1,0,0,,001,110010096021
480,15000US110010096022,DC,11,009602,2,1390,489,35.18,001,110010096022
481,15000US110010096023,DC,11,009602,3,386,37,9.59,001,110010096023
482,15000US110010096031,DC,11,009603,1,967,68,7.03,001,110010096031
483,15000US110010096032,DC,11,009603,2,642,253,39.41,001,110010096032
484,15000US110010096033,DC,11,009603,3,458,92,20.09,001,110010096033
485,15000US110010096041,DC,11,009604,1,581,32,5.51,001,110010096041
486,15000US110010096042,DC,11,009604,2,776,103,13.27,001,110010096042
487,15000US110010097001,DC,11,009700,1,425,71,16.71,001,110010097001
488,15000US110010097002,DC,11,009700,2,524,93,17.75,001,110010097002
489,15000US110010097003,DC,11,009700,3,621,105,16.91,001,110010097003
490,15000US110010098011,DC,11,009801,1,650,186,28.62,001,110010098011
491,15000US110010098021,DC,11,009802,1,283,105,37.1,001,110010098021
492,15000US110010098022,DC,11,009802,2,323,105,32.51,001,110010098022
493,15000US110010098031,DC,11,009803,1,537,101,18.81,001,110010098031
494,15000US110010098032,DC,11,009803,2,456,111,24.34,001,110010098032
495,15000US110010098033,DC,11,009803,3,468,79,16.88,001,110010098033
496,15000US110010098041,DC,11,009804,1,846,116,13.71,001,110010098041
497,15000US110010098042,DC,11,009804,2,492,107,21.75,001,110010098042
498,15000US110010098071,DC,11,009807,1,427,41,9.6,001,110010098071
499,15000US110010098072,DC,11,009807,2,745,122,16.38,001,110010098072
500,15000US110010098073,DC,11,009807,3,526,43,8.17,001,110010098073
501,15000US110010098101,DC,11,009810,1,1004,244,24.3,001,110010098101
502,15000US110010098102,DC,11,009810,2,598,29,4.85,001,110010098102
503,15000US110010098111,DC,11,009811,1,853,188,22.04,001,110010098111
504,15000US110010098112,DC,11,009811,2,605,200,33.06,001,110010098112
505,15000US110010098113,DC,11,009811,3,511,77,15.07,001,110010098113
506,15000US110010099011,DC,11,009901,1,282,20,7.09,001,110010099011
507,15000US110010099012,DC,11,009901,2,939,0,0.0,001,110010099012
508,15000US110010099021,DC,11,009902,1,434,47,10.83,001,110010099021
509,15000US110010099022,DC,11,009902,2,1640,144,8.78,001,110010099022
510,15000US110010099031,DC,11,009903,1,862,399,46.29,001,110010099031
511,15000US110010099032,DC,11,009903,2,682,90,13.2,001,110010099032
512,15000US110010099041,DC,11,009904,1,594,36,6.06,001,110010099041
513,15000US110010099042,DC,11,009904,2,318,94,29.56,001,110010099042
514,15000US110010099043,DC,11,009904,3,584,16,2.74,001,110010099043
515,15000US110010099051,DC,11,009905,1,402,12,2.99,001,110010099051
516,15000US110010099052,DC,11,009905,2,360,54,15.0,001,110010099052
517,15000US110010099053,DC,11,009905,3,478,147,30.75,001,110010099053
518,15000US110010099061,DC,11,009906,1,740,143,19.32,001,110010099061
519,15000US110010099071,DC,11,009907,1,270,0,0.0,001,110010099071
520,15000US110010099072,DC,11,009907,2,1319,220,16.68,001,110010099072
521,15000US110010101001,DC,11,010100,1,508,15,2.95,001,110010101001
522,15000US110010101002,DC,11,010100,2,891,55,6.17,001,110010101002
523,15000US110010101003,DC,11,010100,3,798,10,1.25,001,110010101003
524,15000US110010102011,DC,11,010201,1,651,60,9.22,001,110010102011
525,15000US110010102012,DC,11,010201,2,630,0,0.0,001,110010102012
526,15000US110010102013,DC,11,010201,3,469,22,4.69,001,110010102013
527,15000US110010102021,DC,11,010202,1,0,0,,001,110010102021
528,15000US110010102022,DC,11,010202,2,694,0,0.0,001,110010102022
529,15000US110010102023,DC,11,010202,3,0,0,,001,110010102023
530,15000US110010102024,DC,11,010202,4,27,0,0.0,001,110010102024
531,15000US110010102025,DC,11,010202,5,342,0,0.0,001,110010102025
532,15000US110010102026,DC,11,010202,6,0,0,,001,110010102026
533,15000US110010103001,DC,11,010300,1,423,0,0.0,001,110010103001
534,15000US110010103002,DC,11,010300,2,1020,10,0.98,001,110010103002
535,15000US110010103003,DC,11,010300,3,1351,72,5.33,001,110010103003
536,15000US110010104001,DC,11,010400,1,1422,159,11.18,001,110010104001
537,15000US110010104002,DC,11,010400,2,786,78,9.92,001,110010104002
538,15000US110010104003,DC,11,010400,3,581,224,38.55,001,110010104003
539,15000US110010105001,DC,11,010500,1,0,0,,001,110010105001
540,15000US110010105002,DC,11,010500,2,1816,26,1.43,001,110010105002
541,15000US110010105003,DC,11,010500,3,759,14,1.84,001,110010105003
542,15000US110010105004,DC,11,010500,4,0,0,,001,110010105004
543,15000US110010105005,DC,11,010500,5,266,0,0.0,001,110010105005
544,15000US110010106011,DC,11,010601,1,706,0,0.0,001,110010106011
545,15000US110010106012,DC,11,010601,2,782,0,0.0,001,110010106012
546,15000US110010106021,DC,11,010602,1,695,0,0.0,001,110010106021
547,15000US110010106022,DC,11,010602,2,559,17,3.04,001,110010106022
548,15000US110010106023,DC,11,010602,3,1617,0,0.0,001,110010106023
549,15000US110010106024,DC,11,010602,4,932,0,0.0,001,110010106024
550,15000US110010106031,DC,11,010603,1,0,0,,001,110010106031
551,15000US110010106032,DC,11,010603,2,1218,9,0.74,001,110010106032
552,15000US110010106033,DC,11,010603,3,506,16,3.16,001,110010106033
553,15000US110010107001,DC,11,010700,1,403,51,12.66,001,110010107001
554,15000US110010107002,DC,11,010700,2,944,7,0.74,001,110010107002
555,15000US110010108001,DC,11,010800,1,622,50,8.04,001,110010108001
556,15000US110010108002,DC,11,010800,2,0,0,,001,110010108002
557,15000US110010108003,DC,11,010800,3,827,65,7.86,001,110010108003
558,15000US110010108004,DC,11,010800,4,0,0,,001,110010108004
559,15000US110010108005,DC,11,010800,5,0,0,,001,110010108005
560,15000US110010108006,DC,11,010800,6,805,70,8.7,001,110010108006
561,15000US110010109001,DC,11,010900,1,789,46,5.83,001,110010109001
562,15000US110010109002,DC,11,010900,2,840,126,15.0,001,110010109002
563,15000US110010110011,DC,11,011001,1,266,0,0.0,001,110010110011
564,15000US110010110012,DC,11,011001,2,1096,0,0.0,001,110010110012
565,15000US110010110013,DC,11,011001,3,449,10,2.23,001,110010110013
566,15000US110010110021,DC,11,011002,1,627,65,10.37,001,110010110021
567,15000US110010110022,DC,11,011002,2,577,65,11.27,001,110010110022
568,15000US110010111001,DC,11,011100,1,1001,259,25.87,001,110010111001
569,15000US110010111002,DC,11,011100,2,932,0,0.0,001,110010111002
570,15000US110010111003,DC,11,011100,3,550,91,16.55,001,110010111003
571,15000US110019800001,DC,11,980000,1,13,0,0.0,001,110019800001
